"YEAR","MONTH","DAY","X1HR","X2HR","X3HR","X4HR","X5HR","X6HR","X7HR","X8HR","X9HR","X10HR","X11HR","X12HR","X13HR","X14HR","X15HR","X16HR","X17HR","X18HR","X19HR","X20HR","X21HR","X22HR","X23HR","X24HR"
2015,11,23,56521,53837,52480,52079,52830,54418,56477,58245,62179,64107,64868,64801,60794,63947,65134,65183,65825,66818,65958,64037,62433,61288,61935,62684
2015,11,24,58541,55941,54620,54108,54753,56299,58525,60892,64942,67067,67341,66781,62000,64506,65136,64791,65555,67554,67540,65585,63530,62135,62693,63130
2015,11,25,58816,56208,54789,54259,55071,56601,58588,60624,64680,66512,66404,65642,60655,63011,63554,63310,64053,65749,65738,63948,62396,61301,62014,62496
2015,11,26,58515,55746,54337,53704,54237,55206,55848,55498,56957,58049,58814,58664,55558,56456,56337,55297,55048,55808,56209,55662,55404,55195,56650,57533
2015,11,27,54280,51637,50062,49488,49927,50591,50682,49038,48003,47927,48766,48693,47968,48363,48188,47950,48271,50743,52085,52139,52139,52486,54088,53787
2015,11,28,49991,47225,46066,45937,46826,48929,51437,54123,59342,61699,62210,61713,57304,59846,60638,60411,60897,62044,61856,60483,58969,58039,58536,58329
2015,11,29,54154,51616,50481,50053,50769,52696,55177,56959,60426,62257,62539,62288,58091,60672,61502,61422,62152,63079,62693,61182,59635,58685,59225,59297
2015,11,30,54609,51995,50628,50293,51218,53176,55535,57362,61294,63637,64543,64780,61072,64080,64892,64470,64747,64805,63603,61840,60423,59427,60163,60769
2015,12,1,56599,53995,52235,51923,52639,54442,56769,58599,62554,64557,65049,64458,59972,62681,63608,63614,64432,65542,64931,63207,61256,60066,60573,61072
2015,12,2,56886,54180,52775,52584,53392,54903,57005,59032,62740,64683,65139,64680,60278,62948,63848,63626,64251,64816,63796,61910,60245,59155,59961,60552
2015,12,3,56499,53867,52359,51812,52544,53722,54813,54814,56400,57352,57807,57610,54878,55824,55738,54819,54628,55494,55916,55491,55195,55070,56529,57666
2015,12,4,54155,51485,49859,49477,50162,51035,51332,49820,48403,48194,49038,49054,48391,48704,48575,48723,49488,52407,54038,53901,53708,53653,55387,55878
2015,12,5,52522,50195,48941,48601,49776,51911,54638,58055,63771,66564,66738,66088,61455,63735,64607,64445,65586,67115,66810,64831,62787,61297,61901,62394
2015,12,6,58153,55539,54091,53750,54593,56019,58005,60073,64535,66978,67180,66386,61459,63836,64017,63944,65184,66606,66279,64497,62358,60874,61517,62290
2015,12,7,58019,55285,53979,53491,54427,55940,57906,60178,64433,66323,66500,65970,61459,64047,64869,64616,65358,66265,65250,63468,61731,60682,61415,62109
2015,12,8,57963,55170,53833,53472,54419,56152,58347,60209,64732,66754,67061,66598,62531,65283,66239,66126,67200,68671,68310,66427,64361,62761,63504,64241
2015,12,9,60238,57609,56300,55814,56480,57980,59945,62097,66717,69109,69410,68872,64380,67027,67754,67417,67971,68933,67860,65869,64054,62666,63619,64753
2015,12,10,61276,58743,57144,56466,56781,57464,57921,57829,59156,59985,61464,60960,57913,58917,59005,58194,57857,58572,58889,58242,57743,57430,59157,60894
2015,12,11,57849,55406,53609,52889,52974,53355,53127,51766,50770,50574,51355,51240,50393,50844,50881,50799,51658,54130,55154,54872,54580,54771,56753,56885
2015,12,12,53707,51341,50086,49747,50601,52306,54771,58178,64065,67052,67575,66912,62276,65025,65814,65564,66260,67595,67236,65514,63613,62346,63060,63699
2015,12,13,59780,57158,55769,55507,56163,57905,60008,62508,67111,69017,68526,67517,62687,64874,65428,65436,66168,67854,67717,66189,64341,62803,63449,64187
2015,12,14,60025,57576,56333,56014,56803,58291,60203,62535,67018,68985,68699,67848,63252,65655,66435,65995,66657,67343,66161,64603,63093,62194,62948,63941
2015,12,15,60094,57679,56311,55854,56552,58047,60224,62675,67411,68558,67487,66859,63935,67163,68143,67809,68667,68475,67868,67327,65579,64099,64883,65572
2015,12,16,62065,59581,58360,57833,58350,59564,61601,64189,68758,69648,68813,68749,65923,68652,69581,69256,69899,69173,67939,67138,65573,64306,65290,66799
2015,12,17,63357,61161,59795,59064,59110,59683,60494,61025,63077,63785,64187,63545,60550,61323,61210,60249,59866,60325,60640,59881,59259,58911,60665,62834
2015,12,18,59930,57621,55949,55147,55230,55307,55004,53557,52400,51918,52765,52806,52315,52510,52452,52404,53248,55765,57185,57223,57022,57191,59348,60134
2015,12,19,56970,54899,53797,53352,54010,55509,57939,61688,68302,71145,70489,69707,66068,68969,69848,69311,69871,70339,69544,68212,66198,64338,65043,65925
2015,12,20,62342,62342,60312,59061,58495,58926,60182,61803,64552,69622,71573,70236,69119,65203,67969,68636,68518,69528,69771,68623,67363,65437,63792,64412
2015,12,21,61729,59285,58110,57438,57867,58868,60442,62872,67778,70090,69249,68469,65074,67802,68268,67891,68153,67819,66925,65888,64590,63292,64388,65366
2015,12,22,61619,59034,57683,57307,58116,59513,61435,64152,69134,70990,70073,69265,65748,68750,69656,69515,70463,70660,69850,68588,66803,65231,66244,67663
2015,12,23,63982,61531,60274,59708,60068,61033,62982,65505,70220,71886,70986,70097,66557,68921,69604,68911,69458,69271,68219,66532,64991,63783,64799,66492
2015,12,24,63489,63489,61143,59437,58554,58400,58949,59354,58696,59713,60707,61429,61343,58637,59415,59235,58444,58249,59038,59807,59165,58584,58385,60611
2015,12,25,60206,58044,56466,55590,55381,55730,55710,54301,52670,51614,52375,52479,51831,52118,51656,51725,52371,55140,56888,57189,57168,57257,59660,60765
2015,12,26,58127,56042,54879,54316,54694,56021,58282,61698,68281,71876,72128,71804,68454,71023,71651,71136,71771,71755,70936,69401,67165,65481,66249,67526
2015,12,27,64036,61915,60703,60040,60115,60988,62709,64874,69754,72554,72074,71107,67295,69697,70135,69554,70318,70329,69655,68369,66586,64992,65862,67000
2015,12,28,63424,61189,59760,59045,59233,59991,61357,63837,68953,71482,70856,69803,66324,68733,69311,68802,68965,68465,67298,65971,64473,63369,64456,65630
2015,12,29,62076,59619,58086,57448,57622,58484,59842,61911,66701,68986,68430,67679,64054,66270,66993,66472,66946,67361,66955,65793,64239,63027,64154,65460
2015,12,30,62074,59612,58175,57797,58033,58859,60256,62170,66373,68524,67952,66944,63067,64535,64441,63266,62810,62903,62628,61609,60699,60077,61650,63247
2015,12,31,60312,58035,56507,55719,55603,56029,56117,55348,55572,55823,56632,56439,54398,54311,53783,53015,53107,54614,55205,54621,54154,54153,56453,59070
2016,1,1,56691,54468,52602,51623,51279,51483,51185,49175,47262,46703,47475,47369,47248,47697,47722,47747,48776,51498,53254,53481,53561,54244,56862,58124
2016,1,2,55646,53695,52363,52020,52516,53972,56036,59275,65196,68449,69015,68505,65371,67452,68017,67510,68269,68408,67658,66234,64659,63136,64169,65714
2016,1,3,62419,59824,58437,57817,58254,59252,61158,63443,68705,71631,71544,70954,67009,69741,70814,70613,71136,70716,69990,68526,66558,65036,65884,67331
2016,1,4,63674,61325,59967,59377,59711,60740,62239,64255,69505,72865,72828,72211,68369,70886,71316,70818,71436,71166,70582,69353,67480,65820,66673,68082
2016,1,5,64929,62660,61380,60669,60952,61854,63482,65609,70306,72199,71639,71082,67406,69909,70635,70122,70734,71072,71042,69693,67699,65834,66740,68166
2016,1,6,64702,62081,61023,60509,60509,61299,62765,64683,70016,72552,71891,70996,66878,68982,69466,69088,69622,69723,69409,68025,66279,64836,65842,67777
2016,1,7,64437,62011,60733,59976,60038,60611,61157,61151,62907,63928,64570,64203,60772,61425,60826,59780,59430,59721,60986,60555,60368,60158,62102,64042
2016,1,8,61089,58931,57580,56661,56764,56915,56815,55065,53760,53356,53949,53898,53086,53245,53104,53016,53692,55793,57538,57579,57515,57773,59930,60783
2016,1,9,57778,55526,54124,53716,54284,55457,57587,60911,68168,71646,71475,70953,66957,69425,69904,69257,69840,69680,69583,68166,66217,64639,65336,66768
2016,1,10,63148,60563,59214,58435,58775,59895,61753,63965,69199,71620,71170,70103,66193,68464,68932,68363,69015,69083,69130,68195,66235,64721,65486,66880
2016,1,11,63206,60712,59445,58799,59239,60501,62212,64387,69727,72453,72220,71604,67706,70185,70948,70226,70621,70338,70125,68773,67108,65796,66660,68098
2016,1,12,64671,62285,60994,60427,60659,61388,62970,65202,70094,71979,71980,71328,67211,69720,70504,69940,70574,70408,70283,69051,66755,65093,66024,67274
2016,1,13,63712,61221,59944,59197,59320,60302,61629,63381,68869,71893,71382,70265,66038,68385,68881,68138,68544,68489,68521,67046,65306,64114,65251,66819
2016,1,14,63545,61127,59662,58932,59094,59492,60093,60089,61978,63013,63746,63200,59634,60451,60064,59240,58674,58776,60204,59602,59086,58940,60743,62804
2016,1,15,59783,57588,55902,55341,55547,55807,55551,54110,53271,53146,54195,54142,53344,53681,53262,53156,53662,55467,57471,57456,57296,57503,59672,60377
2016,1,16,57494,55249,53980,53633,54201,55589,57735,61029,67850,71422,71047,70205,66077,68250,68600,67927,68211,67968,68308,66860,64971,63414,64193,65528
2016,1,17,61697,59103,57769,57341,57807,59028,60589,62624,67545,69998,69563,68571,64774,66646,66957,66384,66937,66926,67541,66530,64705,63175,63975,65262
2016,1,18,61347,58643,57345,56966,57713,58953,60716,62560,67469,69874,69479,68576,64557,66918,67375,66952,67089,66706,66837,65827,64169,62820,63704,64929
2016,1,19,61122,58455,57033,56508,57110,58368,60198,61885,66561,69189,68899,67986,64401,66639,67349,66693,66789,66163,66247,65154,63319,62024,63085,64347
2016,1,20,60387,57690,56382,55913,56518,57558,59081,60536,64599,66299,65717,64924,61406,63361,63359,62227,61608,60793,61213,60641,59605,59272,60619,61994
2016,1,21,58618,55727,54229,53690,54014,54712,55013,54029,53822,53904,54893,54673,52595,52117,51431,50725,50465,51364,53547,53404,52957,53103,55164,57231
2016,1,22,54550,52187,50315,49365,49297,49561,49298,47752,45926,44743,45198,45299,44953,44875,44494,44288,44722,46483,48588,48603,48307,48887,51931,53506
2016,1,23,51797,50053,48789,47960,47942,48136,48455,47524,43848,40168,39288,38925,38906,39023,39122,39365,40083,42113,44818,45450,45886,47110,50778,53318
2016,1,24,52016,50444,49330,48318,47962,47989,47804,46404,44714,43508,44376,44819,44725,44790,44778,44936,45659,47687,50527,50990,51097,51859,54462,56051
2016,1,25,53862,51886,50611,49928,50012,50624,52033,54349,59051,62048,63246,63424,60958,62069,62243,61775,61893,62150,63279,62289,60874,59892,60888,62477
2016,1,26,59394,57266,55861,55331,55480,56285,58079,60717,66750,70118,70451,69855,66156,68216,68835,68262,68636,68053,68458,67266,65033,63651,64638,65908
2016,1,27,62577,60338,58888,58158,58311,59136,60604,62638,68080,71020,71023,70105,65781,68041,68305,67609,67588,67177,67415,66274,64360,63101,64178,65677
2016,1,28,62415,60021,58798,58117,58260,58658,59219,59017,61010,62220,63016,62492,59204,59957,59703,58700,58154,57933,59479,59252,58865,58761,60522,62460
2016,1,29,59337,57269,55769,55209,55316,55684,55517,54051,52828,52188,53021,52881,52093,52502,52283,52109,52787,54410,57017,57303,57315,57476,59664,60436
2016,1,30,57216,55082,53822,53788,54422,55891,58047,61574,68364,71578,71609,71239,67044,69389,69950,69190,69536,69146,69823,68528,66270,64624,65565,66741
2016,1,31,63265,60966,59822,59413,59704,60674,62169,64435,69676,72308,71969,71409,67602,70114,71043,70906,70927,69549,69131,67734,65620,64122,65070,66783
2016,2,1,63409,61204,60077,59542,59915,60786,62616,64702,69005,71072,71675,71721,68536,71119,72012,71223,71534,70533,70893,69667,67644,66174,67293,69106
2016,2,2,65860,63795,62656,61892,62307,63227,64688,66811,71390,73311,73833,73722,70621,72978,73320,72591,72514,71779,72833,71612,69072,67260,68115,70060
2016,2,3,67051,64778,63667,62579,62484,63474,64898,67073,71191,72778,73040,72899,69518,71730,72306,71573,71532,70397,70907,69460,67253,65576,66672,68649
2016,2,4,65486,63297,61774,60621,60590,60745,61024,60786,62957,64066,64715,64165,60566,61154,60906,59731,59067,58477,60456,60564,60234,59974,61958,64178
2016,2,5,61327,59059,57505,56626,56234,56437,56111,54553,53230,52885,53861,53876,52965,52968,52654,52256,52462,53766,56687,57445,57391,57544,59755,60371
2016,2,6,57491,55262,54264,53943,54434,55900,58087,61635,68542,72008,71857,70985,66765,69307,69995,69043,69128,67788,67938,66837,64821,63446,64268,65800
2016,2,7,62161,59772,58674,58111,58840,60225,62251,64978,70508,73098,72957,72244,68334,71081,71708,71170,71395,70553,71457,70602,68550,66550,67239,69219
2016,2,8,65534,63308,62083,61494,61604,62561,64629,67358,72107,73131,72844,72583,69095,71855,72511,71792,72002,70552,70482,69471,67718,66207,66958,68810
2016,2,9,65398,63069,61851,61261,61354,62081,63681,66072,71012,72432,71808,71041,67381,69826,70688,69982,69889,69085,70058,69139,67145,65471,66126,67533
2016,2,10,64007,61773,60573,60027,60025,60882,62725,65243,70372,72535,71719,70705,66610,68911,69323,68727,68750,67307,67830,67152,65325,63986,65142,67186
2016,2,11,64071,61793,60498,59757,59710,60096,60507,60161,61705,62516,63426,63160,59665,60306,59913,58658,57770,57067,59145,59549,59361,59091,61117,63247
2016,2,12,60365,58146,56772,56069,56058,56185,56104,54498,52808,52267,53186,52947,52020,52074,51647,51569,51876,53211,55927,56492,56270,56457,58725,59141
2016,2,13,56040,53703,52361,52285,53062,54452,56405,59619,67082,70800,71147,70666,66594,68931,69321,68197,67834,66201,66842,66303,64281,62835,63866,65353
2016,2,14,61368,58764,57444,57038,57636,58789,60614,62777,67904,70253,69599,68521,64490,66529,66614,65603,65702,64863,66141,65685,63908,62563,63390,64785
2016,2,15,60889,58228,56962,56434,57243,58651,60489,62592,67574,69690,68941,67861,63803,66011,66485,66009,66217,64842,65910,65704,64221,62843,63658,65018
2016,2,16,61162,58698,57382,57192,57848,59269,61062,63284,67691,69414,68369,67452,63607,65924,66365,66177,66581,65790,66990,66767,65015,63804,64507,65806
2016,2,17,62252,59680,58548,58219,58941,60152,61818,64117,68828,70987,70547,69631,66064,68638,69362,68813,69059,67700,68274,67884,66096,64494,65434,67131
2016,2,18,63980,61585,60340,59650,59745,60160,60653,60392,62228,63220,64121,63934,60777,61377,61032,59953,59081,57945,59812,60234,59844,59467,61335,63630
2016,2,19,60733,58633,57251,56387,56315,56624,56316,54734,53309,52515,53332,53253,52469,52428,52025,51714,51862,53187,56325,57427,57359,57618,59705,60447
2016,2,20,57482,55370,54376,53896,54472,55753,57876,61051,67300,70433,70425,69667,65306,67241,67375,66442,66475,65685,66754,66688,64737,63202,63957,65238
2016,2,21,61489,59114,57869,57318,57912,59137,60545,62568,67608,70066,69829,68854,65167,68015,68737,68168,68375,66809,67050,66773,65063,63495,64263,65232
2016,2,22,61601,59181,57776,57142,57408,58727,60285,62320,66823,68837,68226,67214,63410,65563,65594,64407,64126,63029,63551,63701,62378,61372,62057,63151
2016,2,23,59349,56859,55234,54645,55344,56610,58045,59671,64211,66267,66012,65242,61413,63539,63608,62779,62981,62258,63650,63937,62686,61483,62255,63441
2016,2,24,59432,56720,55492,55044,55953,57500,59148,60459,64369,66140,64771,64868,61120,63376,64353,63892,63968,62932,63225,63004,61674,60742,61714,62675
2016,2,25,59063,56477,54986,54614,55131,55820,56487,56196,57998,59304,60076,59882,57274,58303,58142,57166,56123,54653,56414,57154,57030,56922,58936,60731
2016,2,26,57441,55043,53634,53043,53173,53869,53650,52183,51224,51273,52139,52122,51096,51281,50962,50482,50576,51327,54094,55622,55751,56033,58196,58687
2016,2,27,55467,53248,51982,51965,52874,54441,56749,59717,65338,68108,68116,67417,63176,65111,65580,64838,64866,63842,65181,65631,63736,62372,63336,64380
2016,2,28,60472,57990,56917,56503,57120,58293,59785,61602,66373,69091,68935,68182,63939,66616,67369,66560,66777,65547,65536,65135,63418,62096,62996,64362
2016,2,29,60525,57884,56547,56282,56906,58053,59557,61254,65032,66910,66215,65061,60906,62949,63311,62230,61985,60657,61385,61762,60572,60003,61211,62475
2016,3,1,58585,56008,54543,54264,54895,55973,56512,55748,56152,56927,57505,57256,54530,55675,55567,55076,55008,54952,56873,58529,58132,58273,59676,59253
2016,3,2,55070,52520,51333,51105,52085,53795,55794,58192,62836,64756,65461,65167,61394,63846,64418,63627,63375,62676,62896,62747,61052,59937,60925,61508
2016,3,3,57678,54871,53362,53000,53713,54907,55697,55179,56064,56711,57462,57096,54205,55040,54817,53949,53474,52941,54656,55741,55480,55265,57068,57884
2016,3,4,54511,51928,50251,49980,50652,51572,51453,49935,48853,48987,49751,49803,49348,49849,49851,49832,50189,51035,52850,53804,53966,53990,55923,55849
2016,3,5,52388,49690,48468,48603,49631,51688,54278,57894,63457,66736,67457,67174,63019,65351,66284,66094,66386,65925,65928,65148,62911,61479,62161,62809
2016,3,6,58532,55666,54301,53934,54732,56244,58351,60519,64992,67491,68119,67943,63489,65611,65901,65152,65275,64958,65782,65617,63679,62396,63082,63731
2016,3,7,59690,56666,55031,54617,55290,56829,59315,61602,65602,67480,67408,66424,61428,63254,63416,62897,63130,63032,63803,64210,62785,61898,62790,63107
2016,3,8,58671,56116,54817,54483,55313,56809,59182,61792,65775,67407,67008,66029,61072,63595,64232,63630,63706,63619,64979,65635,63885,62472,63057,63491
2016,3,9,59380,56664,55361,54800,55717,57243,59347,61552,65497,67265,67403,66412,61289,63011,63494,62680,62655,62437,63485,63738,62213,60921,61937,62398
2016,3,10,58461,55708,54415,53728,54384,55457,55937,55803,57298,58404,59193,58366,55177,56107,55551,54538,53641,53095,55025,56428,56278,56241,57882,58893
2016,3,11,55356,52778,51302,50726,51285,52320,52497,51386,50012,50042,51074,51008,50251,50583,50569,50223,50107,51209,53632,55626,55951,55860,57950,58214
2016,3,12,55052,52661,51558,51478,52221,54005,56745,60519,66198,69103,69180,68762,63913,66242,66801,66017,66066,65652,66475,66924,64923,63348,64033,64816
2016,3,13,60794,58056,56972,56641,57243,58635,60510,63019,67047,67944,67577,66954,62429,64671,65034,64513,64688,64479,65669,66365,64701,63110,63781,64079
2016,3,14,59907,57040,55976,55588,56441,57702,59647,61946,65837,67941,67911,67018,62437,64790,65376,64888,65162,64469,64362,64650,63041,62076,62984,63563
2016,3,15,59364,56675,55235,55274,55946,57473,59633,61668,65172,66662,66483,65322,60249,62261,62716,62177,62197,62100,63367,64224,62617,61515,62068,62563
2016,3,16,58314,55254,53824,53666,54560,56097,57921,60214,64060,65760,65949,65111,60823,63101,63886,63925,64333,64172,63773,63333,61556,60428,61182,61617
2016,3,17,57434,54677,53271,52817,53432,54612,55046,55023,56627,57731,58487,57680,54414,55108,55124,54314,53564,52759,54085,55403,55155,55104,56614,57033
2016,3,18,53324,50661,49134,48748,49516,50718,50663,49512,48539,48618,49127,49049,48133,48298,48003,48088,48388,49305,51366,53484,53582,53907,55516,55071
2016,3,19,51612,48858,47901,47963,49548,51875,54737,58050,63063,65605,65929,65223,60553,62580,63217,62632,62705,62490,63400,64485,62743,61278,61881,62227
2016,3,20,57844,55142,54018,53830,54859,56593,58907,61039,64510,65917,65821,64646,59824,61868,62089,61657,62073,62041,63348,64552,63027,61643,62084,62339
2016,3,21,58068,55349,53949,53878,54947,56591,58829,60908,64071,65554,65463,64279,59580,61510,61933,61257,61049,60450,61399,62857,61664,60505,61363,61473
2016,3,22,57082,54566,53207,52832,53757,55482,57340,59749,63957,66075,66314,65421,60690,63494,63652,63016,63211,63157,63499,63671,61784,60579,61170,61131
2016,3,23,56713,53986,52701,52391,53170,54799,56671,59212,63600,65739,65916,65884,62076,64657,65414,64852,64708,63845,63476,63200,61722,60715,61670,61994
2016,3,24,57923,55147,53433,52819,53384,54278,54883,55208,56598,57493,58244,57704,54504,55423,55467,54378,53477,52739,54342,56516,56323,56192,57735,58455
2016,3,25,54871,52088,50674,50152,50644,51400,51192,49856,48219,48246,49111,49128,48400,48513,48477,48162,48309,48984,50845,53447,53622,53783,55600,55394
2016,3,26,51897,49524,48341,48273,49577,51626,54136,57211,62299,65121,65406,64806,59866,62014,62450,61969,61823,61480,62006,63522,62262,60912,61500,61644
2016,3,27,57340,54547,53347,52990,53860,55452,57448,59588,62918,64130,64132,63608,58822,61032,61718,61420,61902,61561,61973,62755,61211,59969,60537,60296
2016,3,28,55722,52927,51868,51525,52483,54203,56029,58053,61384,62671,62559,61526,57010,59194,59666,59070,59193,58543,59162,60810,59994,59211,59682,59317
2016,3,29,55009,52576,51392,51197,52349,54195,56086,57788,60493,61505,61353,60231,55936,58463,59348,58996,59119,58757,59602,60438,59273,58197,58574,58104
2016,3,30,53616,51007,49687,49383,50444,52319,54311,56501,59850,61285,62023,61899,57942,60384,61317,60926,61048,60643,60194,60423,58958,58022,58778,58585
2016,3,31,54721,52033,50668,50214,51083,52603,53522,53232,53740,54266,54939,54586,51961,52921,52865,51904,51264,50686,51943,54244,54163,54153,55591,55993
2016,4,1,52620,49942,48347,48112,48812,49994,50067,48583,46608,46574,47141,47016,46411,46652,46383,46300,46572,47259,49222,52002,52243,52422,53824,53273
2016,4,2,49623,47126,46043,45984,47485,49714,51993,54829,59388,61846,62058,61475,57209,59731,61002,60964,61749,61525,61474,61672,59757,58642,59275,59016
2016,4,3,54644,51818,50555,50262,51374,53024,55072,57802,61823,63717,64390,64280,60280,62591,62950,62487,62514,61783,62023,63329,61926,60555,61101,61019
2016,4,4,56730,54198,52714,52625,53487,55081,56746,58491,61362,62455,62328,61680,57105,59253,59927,59268,59321,58913,59269,60747,59891,58962,59188,58982
2016,4,5,54640,51995,50830,50773,51824,53564,55619,57130,59862,61107,61158,60377,56195,58564,59324,59018,59051,58807,59458,61447,60274,59171,59655,59453
2016,4,6,55067,52674,51429,51272,52473,54276,56228,57707,60638,61485,61955,61682,57752,60050,60572,59976,60175,59426,59887,61660,60505,59587,60356,60296
2016,4,7,56105,53333,51891,51607,52384,53744,54394,53792,54593,55653,56470,56095,52838,53591,53297,52220,51622,50892,51741,54180,54206,54139,55619,56019
2016,4,8,52078,49417,48149,47809,48670,49655,49601,48047,46253,46243,46913,46613,45820,46053,45938,45843,46000,46583,48233,50800,51209,51294,52545,51444
2016,4,9,47649,45233,44031,44192,45483,47534,50079,52684,57143,59346,59632,59307,55116,57722,58220,57750,58054,57526,57940,59588,58742,57625,57657,56495
2016,4,10,52098,49713,48689,48450,49331,51057,53650,55517,58337,59200,59602,59715,56079,58974,60132,60150,60615,60393,60112,60114,58722,57770,57973,57134
2016,4,11,52843,50385,49110,48743,49434,50960,52004,52184,53840,55940,57192,57172,54134,55449,55396,54502,53980,53537,54209,56612,56611,56218,56948,55842
2016,4,12,51325,49019,47893,47720,48776,50831,53424,54975,58020,59583,59870,59432,55456,57957,58921,58746,58941,58537,58972,60318,59255,58162,58043,57277
2016,4,13,52807,50185,48959,48683,49677,51303,53589,55581,58339,59517,59874,59793,56002,58658,59583,59584,59805,59300,59335,59998,58848,57766,58191,57510
2016,4,14,52925,50304,49160,48783,49631,51085,52003,51506,52522,53764,54323,53915,50881,51832,51797,50855,50217,49240,50012,52317,52803,52700,53614,53129
2016,4,15,49076,46752,45578,45022,45726,46959,47437,46208,45169,45375,45857,45799,45157,45507,45383,45250,45296,45659,46835,49555,50151,50396,51032,49439
2016,4,16,45714,43541,42509,42541,43743,45819,48935,51541,55889,58520,59242,58856,54750,57245,58130,57877,57886,57223,57732,59317,58468,57209,56961,56057
2016,4,17,51524,49344,48453,48257,49064,50671,53314,54615,57222,58183,58430,58263,54340,57173,58134,57904,58136,57467,57615,59495,58975,57556,57425,56618
2016,4,18,51946,49640,48531,48366,49260,50892,53248,54457,57054,58145,58531,58400,54663,57355,58234,57825,57894,57005,56815,58277,57849,56972,56625,55578
2016,4,19,51157,48920,48146,47749,48567,50208,52668,54543,57240,58745,59047,58650,54689,57318,58433,58247,58742,58502,58613,59736,59043,57955,57588,56587
2016,4,20,51843,49436,48481,48112,48956,50627,52975,54699,57444,58281,58673,58758,55099,57924,58817,58512,58510,57592,57710,58827,57901,56876,56568,55489
2016,4,21,51215,48875,47752,47408,48025,49237,50662,51319,53154,54621,55858,56020,53545,54843,54925,53996,53231,52390,52744,53834,53626,53347,54226,53858
2016,4,22,49992,47423,45986,45401,45846,46838,47255,46540,46091,46675,47280,47484,46754,47170,47202,46850,47109,47662,48708,50541,51055,51003,51897,50720
2016,4,23,46993,44588,43384,43325,44340,46240,48960,51675,56046,58382,59092,58851,54954,57713,58482,58033,58127,57161,57043,58588,57971,57085,57016,55961
2016,4,24,51482,48993,48020,47633,48353,49941,52133,53474,56305,57151,57154,56809,53577,56516,57308,57102,57186,56660,56758,57914,57954,56774,56203,54869
2016,4,25,50430,48143,47100,46644,47255,48564,51076,53475,56743,58343,59013,59357,56213,59133,60184,59840,59992,59127,58491,58805,58055,57138,56984,55794
2016,4,26,51216,48792,47756,47441,48212,49615,52252,53605,56170,57593,58095,57931,53999,56891,57792,57488,57607,57012,56903,58571,58302,57186,56834,55526
2016,4,27,51080,48714,47610,47293,48176,49805,52080,53406,55874,56770,57307,57355,53573,56525,57420,57030,57073,55799,55425,57045,56936,55947,55708,54518
2016,4,28,50538,48237,47055,46726,47136,48163,49320,48971,50303,51742,52289,52177,49840,51166,51383,50624,49828,48719,49067,51129,51722,51502,51534,50640
2016,4,29,46833,44696,43493,42939,43355,44115,44922,44216,43973,44742,45558,45679,45212,45880,46018,46056,46024,46250,47302,49260,50060,49761,49794,47983
2016,4,30,44261,42078,41176,41095,42100,43688,46727,49255,53317,55777,56927,57009,53567,56454,57301,57133,57303,56354,55896,56941,56334,55248,54306,52797
2016,5,1,48401,46429,45386,44791,45011,45785,47642,48489,49530,50562,51335,51525,50100,51581,52046,51772,51772,51367,51848,53287,53469,52703,51955,50658
2016,5,2,46697,44709,43734,43316,43908,45462,48445,51133,54943,56655,57521,58030,54894,58060,59194,59038,58949,57908,57225,58195,58323,56765,55471,53972
2016,5,3,49622,47591,46735,46386,46694,47909,50511,52599,55921,57286,57620,57863,54668,57697,58681,58560,58465,57592,57225,57681,57534,56865,55624,54095
2016,5,4,49639,47644,46899,46415,46843,48019,50431,52292,55511,56696,57210,57427,54350,57268,58254,57868,57785,56458,55895,56568,56394,55545,54546,53043
2016,5,5,49183,47211,46070,45387,45476,45990,47147,47034,47881,49238,50075,50353,48741,49778,49973,49518,49155,48505,48550,50190,51023,50666,50246,48641
2016,5,6,45219,43356,42236,41666,41893,42522,43418,43134,43221,44257,45221,45443,45013,45587,45680,45507,45525,45735,46513,48325,49265,49103,48725,46905
2016,5,7,43401,41492,40777,40601,41251,42849,45943,49111,53846,56844,57922,58095,54757,57863,58783,58466,58562,57908,57426,58259,57731,56222,54903,53198
2016,5,8,49112,47084,46216,45794,46197,47201,49938,52442,55906,57851,58273,58313,55201,58625,59726,59250,59211,58339,57969,58447,57947,56622,55249,53488
2016,5,9,49397,47344,46463,45980,46256,47372,50157,52533,56013,58199,58239,58387,55135,57882,59180,59011,59152,57572,56769,57483,57108,56513,55274,53629
2016,5,10,49568,47692,46728,46086,46480,47578,50138,52537,56115,57889,58380,58245,55242,58334,59295,59212,59469,58301,57964,58670,58695,57160,55604,54286
2016,5,11,50063,48082,47093,46498,46914,48047,50717,53095,56484,58454,59271,59184,55426,58147,59351,59082,59389,58435,57960,58476,58043,56615,55715,54319
2016,5,12,50319,48130,47027,46451,46651,47352,48465,49026,51068,52837,53474,53259,50839,52498,52742,52420,51642,50202,50171,52023,52839,52255,51789,50756
2016,5,13,47275,45088,44034,43399,43599,44032,45149,44871,44827,45908,46729,47021,46457,47082,47048,46981,47124,47159,47945,49732,50870,50403,49966,47950
2016,5,14,44445,42620,41723,41371,41927,43430,46651,50019,55343,58479,59739,59826,56456,59037,60105,59964,59968,59284,59020,59159,58409,57027,56378,55077
2016,5,15,50708,48459,47293,46781,47380,48397,51044,53220,56686,58841,59448,59161,55406,58482,59545,59209,59345,58098,57565,58515,58411,56874,55736,54114
